id,name,gender,birth_date,birth_city,birth_country,birth_continent,alive,prize_year,prize_category,prize_sort_order,prize_portion,prize_status,prize_motivation,prize_amount_adjusted,prize_affiliation_name,prize_affiliation_city,prize_affiliation_country,age
64,Polykarp Kusch,male,1911,Blankenburg,Germany,Europe,0,1955,Physics,2,1/2,received,for his precision determination of the magnetic moment of the electron,3296566,Columbia University,"New York, NY",USA,44
561,Pugwash Conferences on Science and World Affairs,organization,1957,Pugwash,Pugwash,North America,1,1995,Peace,2,1/2,received,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",11406186,,,,38
110,Pyotr Kapitsa,male,1894,Kronshtadt,Russia,Europe,0,1978,Physics,1,1/2,received,for his basic inventions and discoveries in the area of low-temperature physics,3563166,Academy of Sciences,Moscow,Russia,84
583,Rabindranath Tagore,male,1861,Calcutta,India,Asia,0,1913,Literature,1,1,received,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",8452258,,,,52
677,Ragnar Frisch,male,1895,Oslo,Norway,Europe,0,1969,Economic Sciences,1,1/2,received,for having developed and applied dynamic models for the analysis of economic processes,3911199,University of Oslo,Oslo,Norway,74
385,Ragnar Granit,male,1900,Helsinki,Finland,Europe,0,1967,Physiology or Medicine,1,1/3,received,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3495735,Karolinska Institutet,Stockholm,Sweden,67
941,Rainer Weiss,male,1932,Berlin,Germany,Europe,1,2017,Physics,1,1/2,received,for decisive contributions to the LIGO detector and the observation of gravitational waves,11280587,LIGO/VIRGO Collaboration,,,85
511,Ralph Bunche,male,1904,"Detroit, MI",USA,North America,0,1950,Peace,1,1,received,for his work as mediator in Palestine in 1948-1949,3749710,Harvard University,"Cambridge, MA",USA,46
863,Ralph M. Steinman,male,1943,Montreal,Canada,North America,0,2011,Physiology or Medicine,3,1/2,received,for his discovery of the dendritic cell and its role in adaptive immunity,12964004,Rockefeller University,"New York, NY",USA,68
466,Randal Cremer,male,1828,Fareham,United Kingdom,Europe,0,1903,Peace,1,1,received,for his longstanding and devoted effort in favour of the ideas of peace and arbitration,9583241,,,,75
885,Randy W. Schekman,male,1948,"St. Paul, MN",USA,North America,1,2013,Physiology or Medicine,2,1/3,received,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",10284439,University of California,"Berkeley, CA",USA,65
753,Raymond Davis Jr.,male,1914,"Washington, D.C.",USA,North America,0,2002,Physics,1,1/4,received,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",14794608,University of Pennsylvania,"Philadelphia, PA",USA,88
989,Reinhard Genzel,male,1952,Bad Homburg vor der Höhe,Germany,Europe,1,2020,Physics,2,1/4,received,for the discovery of a supermassive compact object at the centre of our galaxy,12017727,Max Planck Institute for Extraterrestrial Physics,Garching,Germany,68
713,Reinhard Selten,male,1930,Wroclaw,Poland,Europe,0,1994,Economic Sciences,3,1/3,received,for their pioneering analysis of equilibria in the theory of non-cooperative games,11370684,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,64
407,Renato Dulbecco,male,1914,Catanzaro,Italy,Europe,0,1975,Physiology or Medicine,2,1/3,received,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,4184870,Imperial Cancer Research Fund Laboratory,London,United Kingdom,61
526,René Cassin,male,1887,Bayonne,France,Europe,0,1968,Peace,1,1,received,for his struggle to ensure the rights of man as stipulated in the UN Declaration,3752326,,,,81
755,Riccardo Giacconi,male,1931,Genoa,Italy,Europe,0,2002,Physics,3,1/2,received,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",14794608,Associated Universities Inc.,"Washington, D.C.",USA,71
774,Richard Axel,male,1946,"New York, NY",USA,North America,1,2004,Physiology or Medicine,1,1/2,received,for their discoveries of odorant receptors and the organization of the olfactory system,14460477,Columbia University,"New York, NY",USA,58
286,Richard E. Smalley,male,1943,"Akron, OH",USA,North America,0,1996,Chemistry,3,1/3,received,for their discovery of fullerenes,11666895,Rice University,"Houston, TX",USA,53
140,Richard E. Taylor,male,1929,"Medicine Hat, Alberta",Canada,North America,0,1990,Physics,3,1/3,received,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",7780591,Stanford University,"Stanford, CA",USA,61
851,Richard F. Heck,male,1931,"Springfield, MA",USA,North America,0,2010,Chemistry,1,1/3,received,for palladium-catalyzed cross couplings in organic synthesis,13300635,University of Delaware,,USA,79
949,Richard H. Thaler,male,1945,"East Orange, NJ",USA,North America,1,2017,Economic Sciences,1,1,received,for his contributions to behavioural economics,11280587,University of Chicago,"Chicago, IL",USA,72
946,Richard Henderson,male,1945,Edinburgh,Scotland,Europe,1,2017,Chemistry,3,1/3,received,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,11280587,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,72
448,Richard J. Roberts,male,1943,Derby,United Kingdom,Europe,1,1993,Physiology or Medicine,1,1/2,received,for their discoveries of split genes,11118431,New England Biolabs,"Beverly, MA",USA,50
198,Richard Kuhn,male,1900,Vienna,Austria,Europe,0,1938,Chemistry,1,1,received,for his work on carotenoids and vitamins,5585195,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany,38
215,Richard L.M. Synge,male,1914,Liverpool,United Kingdom,Europe,0,1952,Chemistry,2,1/2,received,for their invention of partition chromatography,3130684,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,38
86,Richard P. Feynman,male,1918,"New York, NY",USA,North America,0,1965,Physics,3,1/3,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3421105,California Institute of Technology (Caltech),"Pasadena, CA",USA,47
276,Richard R. Ernst,male,1933,Winterthur,Switzerland,Europe,0,1991,Chemistry,1,1,received,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,10663069,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,58
796,Richard R. Schrock,male,1945,"Berne, IN",USA,North America,1,2005,Chemistry,3,1/3,received,for the development of the metathesis method in organic synthesis,14397252,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,60
698,Richard Stone,male,1913,London,United Kingdom,Europe,0,1984,Economic Sciences,1,1,received,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,4649450,University of Cambridge,Cambridge,United Kingdom,71
176,Richard Willstätter,male,1872,Karlsruhe,Germany,Europe,0,1915,Chemistry,1,1,received,"for his researches on plant pigments, especially chlorophyll",7643534,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,43
182,Richard Zsigmondy,male,1865,Vienna,Austria,Europe,0,1925,Chemistry,1,1,received,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",3947396,Goettingen University,Göttingen,Germany,60
554,Rigoberta Menchú Tum,female,1959,Aldea Chimel,Guatemala,North America,1,1992,Peace,1,1,received,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,11290505,,,,33
435,Rita Levi-Montalcini,female,1909,Turin,Italy,Europe,0,1986,Physiology or Medicine,2,1/2,received,for their discoveries of growth factors,5038251,Institute of Cell Biology of the C.N.R.,Rome,Italy,77
258,Roald Hoffmann,male,1937,Zloczov,Ukraine,Europe,1,1981,Chemistry,2,1/2,received,"for their theories, developed independently, concerning the course of chemical reactions",3601563,Cornell University,"Ithaca, NY",USA,44
28,Robert A. Millikan,male,1868,"Morrison, IL",USA,North America,0,1923,Physics,1,1,received,for his work on the elementary charge of electricity and on the photoelectric effect,3895958,California Institute of Technology (Caltech),"Pasadena, CA",USA,55
155,Robert B. Laughlin,male,1950,"Visalia, CA",USA,North America,1,1998,Physics,1,1/3,received,for their discovery of a new form of quantum fluid with fractionally charged excitations,11941377,Stanford University,"Stanford, CA",USA,48
996,Robert B. Wilson,male,1937,"Geneva, NE",USA,North America,1,2020,Economic Sciences,2,1/2,received,for improvements to auction theory and inventions of new auction formats,12017727,Stanford University,"Stanford, CA",USA,83
231,Robert B. Woodward,male,1917,"Boston, MA",USA,North America,0,1965,Chemistry,1,1,received,for his outstanding achievements in the art of organic synthesis,3421105,Harvard University,"Cambridge, MA",USA,48
308,Robert Bárány,male,1876,Vienna,Austria,Europe,0,1914,Physiology or Medicine,1,1,received,for his work on the physiology and pathology of the vestibular apparatus,8682167,Vienna University,Vienna,Austria,38
717,Robert C. Merton,male,1944,"New York, NY",USA,North America,1,1997,Economic Sciences,1,1/2,received,for a new method to determine the value of derivatives,11768210,Harvard University,"Cambridge, MA",USA,53
151,Robert C. Richardson,male,1937,"Washington, D.C.",USA,North America,0,1996,Physics,3,1/3,received,for their discovery of superfluidity in helium-3,11666895,Cornell University,"Ithaca, NY",USA,59
502,"Robert Cecil, Viscount Cecil of Chelwood",male,1864,London,United Kingdom,Europe,0,1937,Peace,1,1,received,"for his tireless effort in support of the League of Nations, disarmament and peace",5797734,,,,73
714,Robert E. Lucas Jr.,male,1937,"Yakima, WA",USA,North America,0,1995,Economic Sciences,1,1,received,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",11406186,University of Chicago,"Chicago, IL",USA,58
284,Robert F. Curl Jr.,male,1933,"Alice, TX",USA,North America,0,1996,Chemistry,1,1/3,received,for their discovery of fullerenes,11666895,Rice University,"Houston, TX",USA,63
771,Robert F. Engle III,male,1942,"Syracuse, NY",USA,North America,1,2003,Economic Sciences,1,1/2,received,for methods of analyzing economic time series with time-varying volatility (ARCH),14515113,New York University,"New York, NY",USA,61
458,Robert F. Furchgott,male,1916,"Charleston, SC",USA,North America,0,1998,Physiology or Medicine,1,1/3,received,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,11941377,SUNY Health Science Center,"Brooklyn, NY",USA,82
848,Robert G. Edwards,male,1925,Batley,United Kingdom,Europe,0,2010,Physiology or Medicine,1,1,received,for the development of in vitro fertilization,13300635,University of Cambridge,Cambridge,United Kingdom,85
795,Robert H. Grubbs,male,1942,"Possum Trot, KY",USA,North America,0,2005,Chemistry,2,1/3,received,for the development of the metathesis method in organic synthesis,14397252,California Institute of Technology (Caltech),"Pasadena, CA",USA,63
75,Robert Hofstadter,male,1915,"New York, NY",USA,North America,0,1961,Physics,1,1/2,received,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,3538571,Stanford University,"Stanford, CA",USA,46
271,Robert Huber,male,1937,Munich,Germany,Europe,1,1988,Chemistry,2,1/3,received,for the determination of the three-dimensional structure of a photosynthetic reaction centre,5711100,Max-Planck-Institut für Biochemie,Martinsried,Germany,51
799,Robert J. Aumann,male,1930,Frankfurt-on-the-Main,Germany,Europe,1,2005,Economic Sciences,1,1/2,received,for having enhanced our understanding of conflict and cooperation through game-theory analysis,14397252,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,75
878,Robert J. Lefkowitz,male,1943,"New York, NY",USA,North America,1,2012,Chemistry,1,1/2,received,for studies of G-protein-coupled receptors,10278707,Howard Hughes Medical Institute,,USA,69
896,Robert J. Shiller,male,1946,"Detroit, MI",USA,North America,1,2013,Economic Sciences,3,1/3,received,for their empirical analysis of asset prices,10284439,Yale University,"New Haven, CT",USA,67
297,Robert Koch,male,1843,Clausthal-Zellerfeld,Germany,Europe,0,1905,Physiology or Medicine,1,1,received,for his investigations and discoveries in relation to tuberculosis,9361622,Institute for Infectious Diseases,Berlin,Germany,62
701,Robert M. Solow,male,1924,"Brooklyn, NY",USA,North America,0,1987,Economic Sciences,1,1,received,for his contributions to the theory of economic growth,5255110,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,63
720,Robert Mundell,male,1932,"Kingston, ON",Canada,North America,0,1999,Economic Sciences,1,1,received,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,12353799,Columbia University,"New York, NY",USA,67
232,Robert S. Mulliken,male,1896,"Newburyport, MA",USA,North America,0,1966,Chemistry,1,1,received,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,3423267,University of Chicago,"Chicago, IL",USA,70
96,Robert Schrieffer,male,1931,"Oak Park, IL",USA,North America,0,1972,Physics,3,1/3,received,"for their jointly developed theory of superconductivity, usually called the BCS-theory",4113011,University of Pennsylvania,"Philadelphia, PA",USA,41
709,Robert W. Fogel,male,1927,"New York, NY",USA,North America,0,1993,Economic Sciences,1,1/2,received,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,11118431,University of Chicago,"Chicago, IL",USA,66
388,Robert W. Holley,male,1922,"Urbana, IL",USA,North America,0,1968,Physiology or Medicine,1,1/3,received,for their interpretation of the genetic code and its function in protein synthesis,3752326,Cornell University,"Ithaca, NY",USA,46
112,Robert Woodrow Wilson,male,1936,"Houston, TX",USA,North America,1,1978,Physics,3,1/4,received,for their discovery of cosmic microwave background radiation,3563166,Bell Laboratories,"Holmdel, NJ",USA,42
770,Roderick MacKinnon,male,1956,"Burlington, MA",USA,North America,1,2003,Chemistry,2,1/2,received,for structural and mechanistic studies of ion channels,14515113,Rockefeller University,"New York, NY",USA,47
399,Rodney R. Porter,male,1917,Newton-le-Willows,United Kingdom,Europe,0,1972,Physiology or Medicine,2,1/2,received,for their discoveries concerning the chemical structure of antibodies,4113011,University of Oxford,Oxford,United Kingdom,55
822,Roger B. Myerson,male,1951,"Boston, MA",USA,North America,1,2007,Economic Sciences,3,1/3,received,for having laid the foundations of mechanism design theory,13893912,University of Chicago,"Chicago, IL",USA,56
806,Roger D. Kornberg,male,1947,"St. Louis, MO",USA,North America,1,2006,Chemistry,1,1,received,for his studies of the molecular basis of eukaryotic transcription,14202095,Stanford University,"Stanford, CA",USA,59
411,Roger Guillemin,male,1924,Dijon,France,Europe,0,1977,Physiology or Medicine,1,1/4,received,for their discoveries concerning the peptide hormone production of the brain,3787559,The Salk Institute,"San Diego, CA",USA,53
609,Roger Martin du Gard,male,1881,Neuilly-sur-Seine,France,Europe,0,1937,Literature,1,1,received,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,5797734,,,,56
988,Roger Penrose,male,1931,Colchester,United Kingdom,Europe,1,2020,Physics,1,1/2,received,for the discovery that black hole formation is a robust prediction of the general theory of relativity,12017727,University of Oxford,Oxford,United Kingdom,89
422,Roger W. Sperry,male,1913,"Hartford, CT",USA,North America,0,1981,Physiology or Medicine,1,1/2,received,for his discoveries concerning the functional specialization of the cerebral hemispheres,3601563,California Institute of Technology (Caltech),"Pasadena, CA",USA,68
831,Roger Y. Tsien,male,1952,"New York, NY",USA,North America,0,2008,Chemistry,3,1/3,received,"for the discovery and development of the green fluorescent protein, GFP",13432401,University of California,"San Diego, CA",USA,56
456,Rolf M. Zinkernagel,male,1944,Basel,Switzerland,Europe,1,1996,Physiology or Medicine,2,1/2,received,for their discoveries concerning the specificity of the cell mediated immune defence,11666895,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,52
584,Romain Rolland,male,1866,Clamecy,France,Europe,0,1915,Literature,1,1,received,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,7643534,,,,49
234,Ronald G.W. Norrish,male,1897,Cambridge,United Kingdom,Europe,0,1967,Chemistry,2,1/4,received,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",3495735,Institute of Physical Chemistry,Cambridge,United Kingdom,70
707,Ronald H. Coase,male,1910,Willesden,United Kingdom,Europe,0,1991,Economic Sciences,1,1,received,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,10663069,University of Chicago,"Chicago, IL",USA,81
294,Ronald Ross,male,1857,Almora,India,Asia,0,1902,Physiology or Medicine,1,1,received,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",9907798,University College,Liverpool,United Kingdom,45
413,Rosalyn Yalow,female,1921,"New York, NY",USA,North America,0,1977,Physiology or Medicine,3,1/2,received,for the development of radioimmunoassays of peptide hormones,3787559,Veterans Administration Hospital,"Bronx, NY",USA,56
791,Roy J. Glauber,male,1925,"New York, NY",USA,North America,0,2005,Physics,1,1/2,received,for his contribution to the quantum theory of optical coherence,14397252,Harvard University,"Cambridge, MA",USA,80
578,Rudolf Eucken,male,1846,Aurich,Germany,Europe,0,1908,Literature,1,1,received,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",8709162,,,,62
76,Rudolf Mössbauer,male,1929,Munich,Germany,Europe,0,1961,Physics,2,1/2,received,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,3538571,Technical University,Munich,Germany,32
277,Rudolph A. Marcus,male,1923,Montreal,Canada,North America,1,1992,Chemistry,1,1,received,for his contributions to the theory of electron transfer reactions in chemical systems,11290505,California Institute of Technology (Caltech),"Pasadena, CA",USA,69
577,Rudyard Kipling,male,1865,Mumbai,India,Asia,0,1907,Literature,1,1,received,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",8646616,,,,42
143,Russell A. Hulse,male,1950,"New York, NY",USA,North America,1,1993,Physics,1,1/2,received,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",11118431,Princeton University,"Princeton, NJ",USA,43
742,Ryoji Noyori,male,1938,Kobe,Japan,Asia,1,2001,Chemistry,2,1/4,received,for their work on chirally catalysed hydrogenation reactions,15114754,Nagoya University,Nagoya,Japan,63
631,Saint-John Perse,male,1887,Pointe-à-Pitre,"Guadeloupe, France",North America,0,1960,Literature,1,1,received,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,3276101,,,,73
393,Salvador E. Luria,male,1912,Turin,Italy,Europe,0,1969,Physiology or Medicine,3,1/3,received,for their discoveries concerning the replication mechanism and the genetic structure of viruses,3911199,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,57
630,Salvatore Quasimodo,male,1901,Modica,Italy,Europe,0,1959,Literature,1,1,received,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",3324593,,,,58
643,Samuel Beckett,male,1906,Dublin,Ireland,Europe,0,1969,Literature,1,1,received,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",3911199,,,,63
106,Samuel C.C. Ting,male,1936,"Ann Arbor, MI",USA,North America,1,1976,Physics,2,1/2,received,for their pioneering work in the discovery of a heavy elementary particle of a new kind,4109175,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,40
299,Santiago Ramón y Cajal,male,1852,Petilla de Aragón,Spain,Europe,0,1906,Physiology or Medicine,2,1/2,received,in recognition of their work on the structure of the nervous system,9123585,Madrid University,Madrid,Spain,54
917,Satoshi Ōmura,male,1935,Yamanashi Prefecture,Japan,Asia,1,2015,Physiology or Medicine,2,1/4,received,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,10307434,Kitasato University,Tokyo,Japan,80
652,Saul Bellow,male,1915,Montreal,Canada,North America,0,1976,Literature,1,1,received,for the human understanding and subtle analysis of contemporary culture that are combined in his work,4109175,,,,61
864,Saul Perlmutter,male,1959,"Champaign-Urbana, IL",USA,North America,1,2011,Physics,1,1/2,received,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,12964004,Lawrence Berkeley National Laboratory,"Berkeley, CA",USA,52
672,Seamus Heaney,male,1939,Casteldàwson,Northern Ireland,Europe,0,1995,Literature,1,1,received,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",11406186,,,,56
532,Seán MacBride,male,1904,Paris,France,Europe,0,1974,Peace,1,1/2,received,for his efforts to secure and develop human rights throughout the world,4011867,,,,70
579,Selma Lagerlöf,female,1858,Mårbacka,Sweden,Europe,0,1909,Literature,1,1,received,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",8709162,,,,51
353,Selman A. Waksman,male,1888,Nova Pryluka,Ukraine,Europe,0,1952,Physiology or Medicine,1,1,received,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",3130684,Rutgers University,"New Brunswick, NJ",USA,64
876,Serge Haroche,male,1944,Casablanca,Morocco,Africa,1,2012,Physics,1,1/2,received,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,10278707,Collège de France,Paris,France,68
367,Severo Ochoa,male,1905,Luarca,Spain,Europe,0,1959,Physiology or Medicine,1,1/2,received,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,3324593,"New York University, College of Medicine","New York, NY",USA,54
113,Sheldon Glashow,male,1932,"New York, NY",USA,North America,1,1979,Physics,1,1/3,received,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",3673307,"Harvard University, Lyman Laboratory","Cambridge, MA",USA,47
558,Shimon Peres,male,1923,Vishneva,Belarus,Europe,0,1994,Peace,2,1/3,received,for their efforts to create peace in the Middle East,11370684,,,,71
875,Shinya Yamanaka,male,1962,Osaka,Japan,Asia,1,2012,Physiology or Medicine,2,1/2,received,for the discovery that mature cells can be reprogrammed to become pluripotent,10278707,Kyoto University,Kyoto,Japan,50
773,Shirin Ebadi,female,1947,Hamadan,Iran,Asia,1,2003,Peace,1,1,received,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,14515113,,,,56
639,Shmuel Agnon,male,1888,Buchach,Ukraine,Europe,0,1966,Literature,1,1/2,received,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,3423267,,,,78
908,Shuji Nakamura,male,1954,Ikata,Japan,Asia,1,2014,Physics,3,1/3,received,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,10301676,University of California,"Santa Barbara, CA",USA,60
273,Sidney Altman,male,1939,Montreal,Canada,North America,0,1989,Chemistry,1,1/2,received,for their discovery of catalytic properties of RNA,6444548,Yale University,"New Haven, CT",USA,50
601,Sigrid Undset,female,1882,Kalundborg,Denmark,Europe,0,1928,Literature,1,1,received,principally for her powerful descriptions of Northern life during the Middle Ages,5480976,,,,46
680,Simon Kuznets,male,1901,Pinsk,Belarus,Europe,0,1971,Economic Sciences,1,1,received,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,4083661,Harvard University,"Cambridge, MA",USA,70
125,Simon van der Meer,male,1925,the Hague,the Netherlands,Europe,0,1984,Physics,2,1/2,received,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",4649450,CERN,Geneva,Switzerland,59
84,Sin-Itiro Tomonaga,male,1906,Kyoto,Japan,Asia,0,1965,Physics,1,1/3,received,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",3421105,Tokyo University of Education,Tokyo,Japan,59
603,Sinclair Lewis,male,1885,"Sauk Centre, MN",USA,North America,0,1930,Literature,1,1,received,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",6228794,,,,45
339,Sir Alexander Fleming,male,1881,Lochfield,Scotland,Europe,0,1945,Physiology or Medicine,1,1/3,received,for the discovery of penicillin and its curative effect in various infectious diseases,3073325,London University,London,United Kingdom,64
693,Sir Arthur Lewis,male,1915,Castries,Saint Lucia,North America,0,1979,Economic Sciences,2,1/2,received,for their pioneering research into economic development research with particular consideration of the problems of developing countries,3673307,Princeton University,"Princeton, NJ",USA,64
488,Sir Austen Chamberlain,male,1863,Birmingham,United Kingdom,Europe,0,1925,Peace,1,1/2,received,for his crucial role in bringing about the Locarno Treaty,3947396,,,,62
394,Sir Bernard Katz,male,1911,Leipzig,Germany,Europe,0,1970,Physiology or Medicine,1,1/3,received,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",3906780,University College,London,United Kingdom,59
37,Sir Chandrasekhara Venkata Raman,male,1888,Tiruchirappalli,India,Asia,0,1930,Physics,1,1,received,for his work on the scattering of light and for the discovery of the effect named after him,6228794,Calcutta University,Calcutta,India,42
323,Sir Charles Sherrington,male,1857,London,United Kingdom,Europe,0,1932,Physiology or Medicine,1,1/2,received,for their discoveries regarding the functions of neurons,6490011,University of Oxford,Oxford,United Kingdom,75
219,Sir Cyril Hinshelwood,male,1897,London,United Kingdom,Europe,0,1956,Chemistry,1,1/2,received,for their researches into the mechanism of chemical reactions,3318586,University of Oxford,Oxford,United Kingdom,59
369,Sir Frank Macfarlane Burnet,male,1899,Traralgon,Australia,Oceania,0,1960,Physiology or Medicine,1,1/2,received,for discovery of acquired immunological tolerance,3276101,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,61
320,Sir Frederick Hopkins,male,1861,Eastbourne,United Kingdom,Europe,0,1929,Physiology or Medicine,2,1/2,received,for his discovery of the growth-stimulating vitamins,6033512,University of Cambridge,Cambridge,United Kingdom,68
965,Sir Gregory P. Winter,male,1951,Leicester,United Kingdom,Europe,1,2018,Chemistry,3,1/4,received,for the phage display of peptides and antibodies,11064000,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,67
285,Sir Harold Kroto,male,1939,"Wisbech, Cambridgeshire ",United Kingdom,Europe,0,1996,Chemistry,2,1/3,received,for their discovery of fullerenes,11666895,University of Sussex,Brighton,United Kingdom,57
330,Sir Henry Dale,male,1875,London,United Kingdom,Europe,0,1936,Physiology or Medicine,1,1/2,received,for their discoveries relating to chemical transmission of nerve impulses,6040234,National Institute for Medical Research,London,United Kingdom,61
341,Sir Howard Florey,male,1898,Adelaide,Australia,Oceania,0,1945,Physiology or Medicine,3,1/3,received,for the discovery of penicillin and its curative effect in various infectious diseases,3073325,University of Oxford,Oxford,United Kingdom,47
932,Sir J. Fraser Stoddart,male,1942,Edinburgh,United Kingdom,Europe,1,2016,Chemistry,2,1/3,received,for the design and synthesis of molecular machines,10204759,Northwestern University,"Evanston, IL",USA,74
437,Sir James W. Black,male,1924,Uddingston,Scotland,Europe,0,1988,Physiology or Medicine,1,1/3,received,for their discoveries of important principles for drug treatment,5711100,"London University, King's College Hospital Medical School",London,United Kingdom,64
874,Sir John B. Gurdon,male,1933,Dippenhall,United Kingdom,Europe,1,2012,Physiology or Medicine,1,1/2,received,for the discovery that mature cells can be reprogrammed to become pluripotent,10278707,Gurdon Institute,Cambridge,United Kingdom,79
375,Sir John Eccles,male,1903,Melbourne,Australia,Oceania,0,1963,Physiology or Medicine,1,1/3,received,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3490429,Australian National University,Canberra,Australia,60
812,Sir Martin J. Evans,male,1941,Stroud,United Kingdom,Europe,1,2007,Physiology or Medicine,2,1/3,received,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,13893912,Cardiff University,Cardiff,United Kingdom,66
108,Sir Nevill F. Mott,male,1905,Leeds,United Kingdom,Europe,0,1977,Physics,2,1/3,received,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,3787559,University of Cambridge,Cambridge,United Kingdom,72
498,Sir Norman Angell,male,1872,Holbeach,United Kingdom,Europe,0,1933,Peace,1,1,received,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,6654496,,,,61
737,Sir Paul Nurse,male,1949,Norwich,United Kingdom,Europe,1,2001,Physiology or Medicine,3,1/3,received,for their discoveries of key regulators of the cell cycle,15114754,Imperial Cancer Research Fund,London,United Kingdom,52
